bron,titel,datum,indieners,uitslag,voor,tegen,unaniem
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=244/Ingetrokken_na_toezegging_motie_M11_Cultuur_van__door_en_voor_iedereen__GL__D66__VVD_DENK_.pdf,"Ingetrokken na toezegging motie M11 Cultuur van, door en voor iedereen (GL, D66, VVD DENK)",26-11-2019,"['D66', 'DENK', 'GL', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=245/Ingetrokken_na_toezegging_motie_M14_Geef_erfgoed_een_gezicht__CDA__50PLUS_.pdf,"Ingetrokken na toezegging motie M14 Geef erfgoed een gezicht (CDA, 50PLUS)",26-11-2019,"['50PLUS', 'CDA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=246/Toezegging_wethouder_Richters_bij_vragenhalfuur_Uitspraak_CRvB_woningaanpassingen_WMO.pdf,Toezegging wethouder Richters bij vragenhalfuur Uitspraak CRvB woningaanpassingen WMO,26-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=247/Toezegging_wethouder_Torunoglu_bij_raadsvoorstel_bestemmingsplan_Blixembosch_NO__Plateau_.pdf,Toezegging wethouder Torunoglu bij raadsvoorstel bestemmingsplan Blixembosch NO (Plateau),26-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=248/Toezegging_wethouder_Torunoglu_bij_raadsvoorstel_verordening_gebiedsgericht_werken__buurtpreventie.pdf,"Toezegging wethouder Torunoglu bij raadsvoorstel verordening gebiedsgericht werken, buurtpreventie",26-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=207/Ingetrokken_motie_M1_Mensenrechten__DENK__M.A._Schreurs_.pdf,"Ingetrokken motie M1 Mensenrechten (DENK, M.A. Schreurs)",05-11-2019,"['DENK', 'M.A.Schreurs']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=208/Ingetrokken_motie_B.M01_Heldere_en_Begrijpelijke_Begroting__VVD__GL__50PLUS__OAE__H.A.G._de_Leeuw__D66__CU__SP__CDA__DENK__M.A._Schreurs_.pdf,"Ingetrokken motie B.M01 Heldere en Begrijpelijke Begroting (VVD, GL, 50PLUS, OAE, H.A.G. de Leeuw, D66, CU, SP, CDA, DENK, M.A. Schreurs)",05-11-2019,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'M.A.Schreurs', 'OAE', 'SP', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=209/Ingetrokken_motie_B.M02_Uitbreiding_fietsparkeervoorzieningen__D66__50PLUS__OAE__DENK__GL__H.A.G._de_Leeuw__CDA_.pdf,"Ingetrokken motie B.M02 Uitbreiding fietsparkeervoorzieningen (D66, 50PLUS, OAE, DENK, GL, H.A.G. de Leeuw, CDA)",05-11-2019,"['50PLUS', 'CDA', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=210/Ingetrokken_motie_B.M03_Laatste_bus_laatste_trein__D66__VVD__OAE__DENK__GL__50PLUS__H.A.G._de_Leeuw__CDA_.pdf,"Ingetrokken motie B.M03 Laatste bus laatste trein (D66, VVD, OAE, DENK, GL, 50PLUS, H.A.G. de Leeuw, CDA)",05-11-2019,"['50PLUS', 'CDA', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'OAE', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=211/Ingetrokken_motie_B.M04_Vrijwilligersvergoeding__CDA__VVD__PvdA__GL__CU__50PLUS__DENK__OAE_.pdf,"Ingetrokken motie B.M04 Vrijwilligersvergoeding (CDA, VVD, PvdA, GL, CU, 50PLUS, DENK, OAE)",05-11-2019,"['50PLUS', 'CDA', 'CU', 'DENK', 'GL', 'OAE', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=212/Ingetrokken_motie_B.M05_De_vervuiler_betaalt__D66_.pdf,Ingetrokken motie B.M05 De vervuiler betaalt (D66),05-11-2019,['D66'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=213/Verworpen_motie_B.M06_Arbeidsmarktdiscriminatie__DENK__M.A._Schreurs__D66__OAE_.pdf,"Verworpen motie B.M06 Arbeidsmarktdiscriminatie (DENK, M.A. Schreurs, D66, OAE)",05-11-2019,"['D66', 'DENK', 'M.A.Schreurs', 'OAE']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:2', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:6']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=214/Ingetrokken_motie_B.M07_Basisinstellingen_cultuur__CDA__GL__VVD__OAE_.pdf,"Ingetrokken motie B.M07 Basisinstellingen cultuur (CDA, GL, VVD, OAE)",05-11-2019,"['CDA', 'GL', 'OAE', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=215/Aangenomen_motie_B.M08_Huizen_zijn_om_in_te_wonen_oftewel_Stop_Ceta__SP__DENK__CU__OAE__M.A._Schreurs__GL__LPF_.pdf,"Aangenomen motie B.M08 Huizen zijn om in te wonen oftewel Stop Ceta (SP, DENK, CU, OAE, M.A. Schreurs, GL, LPF)",05-11-2019,"['CU', 'DENK', 'GL', 'LPF', 'M.A.Schreurs', 'OAE', 'SP']",Aangenomen,"['GL:7', 'PvdA:6', 'LPF:2', 'CU:1', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'VVD:6']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=216/Ingetrokken_motie_B.M09_Jeugdzorggelden_naar_de_jeugd__SP__M.A._Schreurs__D66__DENK__50PLUS__OAE_.pdf,"Ingetrokken motie B.M09 Jeugdzorggelden naar de jeugd (SP, M.A. Schreurs, D66, DENK, 50PLUS, OAE)",05-11-2019,"['50PLUS', 'D66', 'DENK', 'M.A.Schreurs', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=217/Ingetrokken_motie_B.M10A_Winternoodopvang_bij_vorst__SP__M.A._Schreurs__D66__DENK__GroenLinks__PvdA__CU__OAE_.pdf,"Ingetrokken motie B.M10A Winternoodopvang bij vorst (SP, M.A. Schreurs, D66, DENK, GroenLinks, PvdA, CU, OAE)",05-11-2019,"['CU', 'D66', 'DENK', 'GL', 'M.A.Schreurs', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=218/Ingetrokken_motie_B.M11_Cultuur_kent_ook_speerpunten_in_2020__GL__CDA_.pdf,"Ingetrokken motie B.M11 Cultuur kent ook speerpunten in 2020 (GL, CDA)",05-11-2019,"['CDA', 'GL']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=219/Ingetrokken_motie_B.M12_ServiceBureau_met_meerwaarde_tegen_minder_kosten__CU__50PLUS__SP_.pdf,"Ingetrokken motie B.M12 ServiceBureau met meerwaarde tegen minder kosten (CU, 50PLUS, SP)",05-11-2019,"['50PLUS', 'CU', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=220/Ingetrokken_motie_B.M13_Meer_bedden_in_maatschappelijke_opvang__PvdA__GroenLinks__CU__DENK__SP__D66__CDA__LPF__M.A._Schreurs__VVD_.pdf,"Ingetrokken motie B.M13 Meer bedden in maatschappelijke opvang (PvdA, GroenLinks, CU, DENK, SP, D66, CDA, LPF, M.A. Schreurs, VVD)",05-11-2019,"['CDA', 'CU', 'D66', 'DENK', 'GL', 'LPF', 'M.A.Schreurs', 'PvdA', 'SP', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=221/Ingetrokken_motie_B.M14A_Beperking_groei_personeelsbestand__PvdA_.pdf,Ingetrokken motie B.M14A Beperking groei personeelsbestand (PvdA),05-11-2019,['PvdA'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=222/Ingetrokken_motie_B.M15_Samen_werken_aan_een_gezonde_bedrijfscultuur__CU__GroenLinks__VVD_.pdf,"Ingetrokken motie B.M15 Samen werken aan een gezonde bedrijfscultuur (CU, GroenLinks, VVD)",05-11-2019,"['CU', 'GL', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=223/Toezegging_wethouder_Torunoglu_Begroting_2020_-_Brainport_voor_iedereen.pdf,Toezegging wethouder Torunoglu Begroting 2020 - Brainport voor iedereen,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=224/Toezegging_wethouder_Thijs_Begroting_2020_-_Gezonde_stad.pdf,Toezegging wethouder Thijs Begroting 2020 - Gezonde stad,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=225/Toezegging_wethouder_Steenbakkers_Begroting_2020_-_Brainport_voor_iedereen.pdf,Toezegging wethouder Steenbakkers Begroting 2020 - Brainport voor iedereen,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=226/Toezegging_wethouder_Richters_Begroting_2020_-_Evaluatie_medische_verwijsroute.pdf,Toezegging wethouder Richters Begroting 2020 - Evaluatie medische verwijsroute,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=227/Toezegging_wethouder_Richters_Begroting_2020_-_Brainport_voor_iedereen.pdf,Toezegging wethouder Richters Begroting 2020 - Brainport voor iedereen,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=228/Toezegging_wethouder_Richters_Begroting_2020_-_Achterstanden_bij_het_servicebureau.pdf,Toezegging wethouder Richters Begroting 2020 - Achterstanden bij het servicebureau,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=229/Toezegging_Burgemeester_Jorritsma_Begroting_2020_-_Aanpak_repressie_en_preventie.pdf,Toezegging Burgemeester Jorritsma Begroting 2020 - Aanpak repressie en preventie,05-11-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=251/Ingetrokken_na_toezegging_motie_M1_btw-vrijstelling_sport__SP__D66__OAE__DENK_.pdf,"Ingetrokken na toezegging motie M1 btw-vrijstelling sport (SP, D66, OAE, DENK)",17-12-2019,"['D66', 'DENK', 'OAE', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=252/Ingetrokken_motie_M2_voor_Pop-up_taxistandplaatsen__SP__LPF__DENK_.pdf,"Ingetrokken motie M2 voor Pop-up taxistandplaatsen (SP, LPF, DENK)",17-12-2019,"['DENK', 'LPF', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=253/Ingetrokken_na_toezegging_motie_M3_onderbenutting__GL__CDA__M.A._Schreurs__CU__50PLUS_.pdf,"Ingetrokken na toezegging motie M3 onderbenutting (GL, CDA, M.A. Schreurs, CU, 50PLUS)",17-12-2019,"['50PLUS', 'CDA', 'CU', 'GL', 'M.A.Schreurs']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=254/Ingetrokken_vrije_motie_VM1_Beleid_woningaanpassingen_WMO__SP__OAE__M.A._Schreurs__D66__DENK_.pdf,"Ingetrokken vrije motie VM1 Beleid woningaanpassingen WMO (SP, OAE, M.A. Schreurs, D66, DENK)",17-12-2019,"['D66', 'DENK', 'M.A.Schreurs', 'OAE', 'SP']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=255/Ingetrokken_Vrije_motie_VM2_Kwaliteit_in_coffeeshopbeleid__PvdA__D66__OAE_.pdf,"Ingetrokken Vrije motie VM2 Kwaliteit in coffeeshopbeleid (PvdA, D66, OAE)",17-12-2019,"['D66', 'OAE', 'PvdA']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=256/Verworpen_vrije_motie_VM3_Dit_nooit_meer__M.A._Schreurs__OAE__SP__DENK_.pdf,"Verworpen vrije motie VM3 Dit nooit meer (M.A. Schreurs, OAE, SP, DENK)",17-12-2019,"['DENK', 'M.A.Schreurs', 'OAE', 'SP']",Verworpen,"['D66:5', 'M.A. Schreurs:1', 'OAE:1', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', 'LPF:1', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:6']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=257/Ingetrokken_vrije_motie_VM4_Aanpassing_opdracht_Brainport-Brainport_Development__M.A._Schreurs__OAE_.pdf,"Ingetrokken vrije motie VM4 Aanpassing opdracht Brainport-Brainport Development (M.A. Schreurs, OAE)",17-12-2019,"['M.A.Schreurs', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=258/Toezegging_wethouder_Richters_bij_vragenhalfuur_V1_Kwijtschelden_schulden__PvdA_.pdf,Toezegging wethouder Richters bij vragenhalfuur V1 Kwijtschelden schulden (PvdA),17-12-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=259/Toezegging_wethouder_List_bij_vragenhalfuur_V2_Adventkalender_toezeggingen__D66_.pdf,Toezegging wethouder List bij vragenhalfuur V2 Adventkalender toezeggingen (D66),17-12-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=260/Toezegging_wethouder_List_bij_vragenhalfuur_V4_Blauwe_Zone_Winkelcentrum_Woensel__LPF_.pdf,Toezegging wethouder List bij vragenhalfuur V4 Blauwe Zone Winkelcentrum Woensel (LPF),17-12-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=261/Toezegging_wethouder_List_bij_7.1_Raadsvoorstel_aanpassen_Taxiverordening_en_Uitvoeringsbesluit.pdf,Toezegging wethouder List bij 7.1 Raadsvoorstel aanpassen Taxiverordening en Uitvoeringsbesluit,17-12-2019,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=263/Ingetrokken_Motie_M4_Toegangsprijs_voor_zwembad__SP_.pdf,Ingetrokken Motie M4 Toegangsprijs voor zwembad (SP),28-01-2020,['SP'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=264/Ingetrokken_na_toezegging_Motie_M5_Programmering_Tongelreep__SP_.pdf,Ingetrokken na toezegging Motie M5 Programmering Tongelreep (SP),28-01-2020,['SP'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=265/Ingetrokken_na_toezegging_Motie_M1_Niet_opnieuw_hetzelfde_liedje__GL__PvdA__CDA__VVD__D66__H.A.G._de_Leeuw_.pdf,"Ingetrokken na toezegging Motie M1 Niet opnieuw hetzelfde liedje (GL, PvdA, CDA, VVD, D66, H.A.G. de Leeuw)",28-01-2020,"['CDA', 'D66', 'GL', 'H.A.G.deLeeuw', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=266/Ingetrokken_na_toezegging_Motie_M2_Toekomst_waar_muziek_in_zit__GL__PvdA__CDA__VVD__D66__H.A.G._de_Leeuw_.pdf,"Ingetrokken na toezegging Motie M2 Toekomst waar muziek in zit (GL, PvdA, CDA, VVD, D66, H.A.G. de Leeuw)",28-01-2020,"['CDA', 'D66', 'GL', 'H.A.G.deLeeuw', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=267/Ingetrokken_na_toezegging_Motie_M3_Verbreding_ontwikkelingen_rondom_Muziekgebouw_Eindhoven__PvdA__GL__CDA__VVD__D66_.pdf,"Ingetrokken na toezegging Motie M3 Verbreding ontwikkelingen rondom Muziekgebouw Eindhoven (PvdA, GL, CDA, VVD, D66)",28-01-2020,"['CDA', 'D66', 'GL', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=268/Ingetrokken_Motie_M6_Gezondmaking_MGE_bij_een_ingreep_van_een_arts_wordt_ook_iets_van_de_houding_van_de_pati__nt_verwacht__D66__CU__DENK__50PLUS_.pdf,"Ingetrokken Motie M6 Gezondmaking MGE bij een ingreep van een arts wordt ook iets van de houding van de patiënt verwacht (D66, CU, DENK, 50PLUS)",28-01-2020,"['50PLUS', 'CU', 'D66', 'DENK']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=269/Ingetrokken_na_toezegging_Vrije_motie_VM1_Brainportrail__GL__CDA__PvdA__D66__OAE__CU__DENK__50PLUS_.pdf,"Ingetrokken na toezegging Vrije motie VM1 Brainportrail (GL, CDA, PvdA, D66, OAE, CU, DENK, 50PLUS)",28-01-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=270/Ingetrokken_na_toezegging_Vrije_motie_VM2__Schitterende_jaarwisseling_voor_het_jubilerende_Eindhoven__GL__PvdA__D66__50PLUS__OAE__DENK__CU_.pdf,"Ingetrokken na toezegging Vrije motie VM2  Schitterende jaarwisseling voor het jubilerende Eindhoven (GL, PvdA, D66, 50PLUS, OAE, DENK, CU)",28-01-2020,"['50PLUS', 'CU', 'D66', 'DENK', 'GL', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=271/Ingetrokken_Vrije_motie_VM3_Bijscholing__LPF__M.A._Schreurs_.pdf,"Ingetrokken Vrije motie VM3 Bijscholing (LPF, M.A. Schreurs)",28-01-2020,"['LPF', 'M.A.Schreurs']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=272/Toezegging_Burgemeester_Jorritsma_Raadsvoorstel_Derde_wijziging_APV.pdf,Toezegging Burgemeester Jorritsma Raadsvoorstel Derde wijziging APV,28-01-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=273/Toezegging_wethouder_Steenbakkers_Raadsvoorstel_Gemeentelijke_bijdrage_Gezondmaking_Muziekgebouw.pdf,Toezegging wethouder Steenbakkers Raadsvoorstel Gemeentelijke bijdrage Gezondmaking Muziekgebouw,28-01-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=262/Toezegging_rondvraag_SP_kostendelersnorm.pdf,Toezegging rondvraag SP kostendelersnorm,21-01-2020,['SP'],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=275/Ingetrokken_na_toezegging_Vrije_motie_VM1_klimaatrisicobuffer__GL__H.A.G._de_Leeuw__D66__CU_.pdf,"Ingetrokken na toezegging Vrije motie VM1 klimaatrisicobuffer (GL, H.A.G. de Leeuw, D66, CU)",18-02-2020,"['CU', 'D66', 'GL', 'H.A.G.deLeeuw']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=276/Ingetrokken_na_toezegging_Vrije_motie_VM2_Groenere_wijken__GL__D66__H.A.G._de_Leeuw__LE__CU__DENK_.pdf,"Ingetrokken na toezegging Vrije motie VM2 Groenere wijken (GL, D66, H.A.G. de Leeuw, LE, CU, DENK)",18-02-2020,"['CU', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'LE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=277/Ingetrokken_na_toezegging_Vrije_motie_VM3A_Gebruik_de_hond_niet_meer_als_melkkoe__LPF__50PLUS__VVD__LE__H.A.G._de_Leeuw__OAE__M.A._Schreurs_.pdf,"Ingetrokken na toezegging Vrije motie VM3A Gebruik de hond niet meer als melkkoe (LPF, 50PLUS, VVD, LE, H.A.G. de Leeuw, OAE, M.A. Schreurs)",18-02-2020,"['50PLUS', 'H.A.G.deLeeuw', 'LE', 'LPF', 'M.A.Schreurs', 'OAE', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=278/Ingetrokken_Vrije_motie_VM4A_Bruisende_nachtstad__M.A._Schreurs__DENK__D66__H.A.G._de_Leeuw__OAE__LPF_.pdf,"Ingetrokken Vrije motie VM4A Bruisende nachtstad (M.A. Schreurs, DENK, D66, H.A.G. de Leeuw, OAE, LPF)",18-02-2020,"['D66', 'DENK', 'H.A.G.deLeeuw', 'LPF', 'M.A.Schreurs', 'OAE']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=279/Ingetrokken_na_toezegging_Vrije_Motie_VM5_Geef_winkelpanden_weer_een_ziel__VVD__DENK__LPF_.pdf,"Ingetrokken na toezegging Vrije Motie VM5 Geef winkelpanden weer een ziel (VVD, DENK, LPF)",18-02-2020,"['DENK', 'LPF', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=280/Ingetrokken_na_toezegging_Vrije_motie_VM6_Verbeteren_verkeersveiligheid_basisscholen__CDA__LPF__OAE__CU_.pdf,"Ingetrokken na toezegging Vrije motie VM6 Verbeteren verkeersveiligheid basisscholen (CDA, LPF, OAE, CU)",18-02-2020,"['CDA', 'CU', 'DENK', 'LE', 'LPF', 'OAE']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=281/Aangenomen_Vrije_motie_VM7A_Commissie_Nachtleven__GL__CDA__M.A._Schreurs__D66__DENK__OAE__H.A.G._de_Leeuw__LPF_.pdf,"Aangenomen Vrije motie VM7A Commissie Nachtleven (GL, CDA, M.A. Schreurs, D66, DENK, OAE, H.A.G. de Leeuw, LPF)",18-02-2020,"['CDA', 'D66', 'DENK', 'GL', 'H.A.G.deLeeuw', 'LPF', 'M.A.Schreurs', 'OAE']",Aangenomen,"['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', 'LPF:2', '50PLUS:1', 'LE:1', 'CU:1', 'M.A. Schreurs:1', 'OAE:1', 'DENK:1', 'H.A.G. de Leeuw:1']","['VVD:7', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=282/Ingetrokken_na_toezegging_Motie_M1_Innovaties_voor_een_succesvolle_warmtetransitie_horen_bij_Eindhoven__CDA__D66__CU__LPF_.pdf,"Ingetrokken na toezegging Motie M1 Innovaties voor een succesvolle warmtetransitie horen bij Eindhoven (CDA, D66, CU, LPF)",18-02-2020,"['CDA', 'CU', 'D66', 'LPF']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=283/Verworpen_Motie_M2_Betaalbare_en_slimme_warmte__PvdA_.pdf,Verworpen Motie M2 Betaalbare en slimme warmte (PvdA),18-02-2020,['PvdA'],Verworpen,['vul handmatig in:-1'],['vul handmatig in:-1'],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=284/Verworpen_motie_M3_Gas_terug_nemen__OAE_.pdf,Verworpen motie M3 Gas terug nemen (OAE),18-02-2020,['OAE'],Verworpen,"['LPF:2', 'CU:1', 'M.A. Schreurs:1', 'OAE:1', 'DENK:1', 'H.A.G. de Leeuw:1', 'VVD:7']","['GL:7', 'PvdA:6', 'CDA:6', 'D66:5', '50PLUS:1', 'LE:1', 'SP:3']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=285/Ingetrokken_na_toezegging_motie_M2_Consultatiebureau__CDA_.pdf,Ingetrokken na toezegging motie M2 Consultatiebureau (CDA),14-04-2020,['CDA'],Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=286/Ingetrokken_na_toezegging_motie_M1_Effecten_corona-crisis_op_MJP_Grondexploitatie__PvdA__OAE_.pdf,"Ingetrokken na toezegging motie M1 Effecten corona-crisis op MJP Grondexploitatie (PvdA, OAE)",14-04-2020,"['OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=287/Aangenomen_Motie_M1_Wijziging_bestemmingplan__Prinsejagt_-_Driehoeksbos___CU__50PLUS__D66__GL__CDA_.pdf,"Aangenomen Motie M1 Wijziging bestemmingplan 'Prinsejagt - Driehoeksbos' (CU, 50PLUS, D66, GL, CDA)",27-05-2020,"['50PLUS', 'CDA', 'CU', 'D66', 'GL']",Aangenomen,[],[],ja
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=288/Ingetrokken_na_toezegging_Vrije_motie__VM1A__Vervanging_stadspas_Eindhoven___PvdA__D66__OAE__LPF__CU__50PLUS__DENK_.pdf,"Ingetrokken na toezegging Vrije motie  VM1A 'Vervanging stadspas Eindhoven' (PvdA, D66, OAE, LPF, CU, 50PLUS, DENK)",19-05-2020,"['50PLUS', 'CU', 'D66', 'DENK', 'LPF', 'OAE', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=289/Verworpen_Vrije_motie_VM2_Vrije_motie_om_als_raad_opdracht_te_geven_tot__onafhankelijk_onderzoek_naar_de_afhandeling_van_bezwaarschriften_WMO__M.A._Schreurs__LPF__OAE__H.A.G._de_Leeuw__DENK_.pdf,"Verworpen Vrije motie VM2 Vrije motie om als raad opdracht te geven tot  onafhankelijk onderzoek naar de afhandeling van bezwaarschriften WMO (M.A. Schreurs, LPF, OAE, H.A.G. de Leeuw, DENK)",19-05-2020,"['DENK', 'H.A.G.deLeeuw', 'LPF', 'M.A.Schreurs', 'OAE']",Verworpen,"['D66:5', 'LPF:2', 'M.A. Schreurs:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'SP:3']","['GL:7', 'PvdA:6', 'CDA:6', '50PLUS:2', 'LE:1', 'CU:1', 'VVD:7']",nee
